unit,sex,age,acl00,geo,TIME_PERIOD,OBS_VALUE
TIME_SP,F,Y25-44,AC2,IT,2010,0:13
PTP_RT,M,Y25-44,AC2,IT,2000,3.4
PTP_RT,M,Y25-44,AC2,IT,2010,3.0
PTP_TIME,M,Y25-44,AC2,IT,2000,4:33
PTP_TIME,M,Y25-44,AC2,IT,2010,5:24
TIME_SP,M,Y25-44,AC2,IT,2000,0:09
TIME_SP,M,Y25-44,AC2,IT,2010,0:10
PTP_RT,T,Y25-44,AC2,IT,2000,4.0
PTP_RT,T,Y25-44,AC2,IT,2010,4.0
PTP_TIME,T,Y25-44,AC2,IT,2000,4:38
PTP_TIME,T,Y25-44,AC2,IT,2010,4:49
TIME_SP,T,Y25-44,AC2,IT,2000,0:11
TIME_SP,T,Y25-44,AC2,IT,2010,0:11
PTP_RT,F,Y25-44,AC2,LT,2000,4.3
PTP_TIME,F,Y25-44,AC2,LT,2000,2:58
TIME_SP,F,Y25-44,AC2,LT,2000,0:08
PTP_RT,M,Y25-44,AC2,LT,2000,1.7
PTP_TIME,M,Y25-44,AC2,LT,2000,:U
TIME_SP,M,Y25-44,AC2,LT,2000,0:03
PTP_RT,T,Y25-44,AC2,LT,2000,3.1
PTP_TIME,T,Y25-44,AC2,LT,2000,3:00
TIME_SP,T,Y25-44,AC2,LT,2000,0:06
PTP_RT,F,Y25-44,AC2,LU,2010,4.8
PTP_TIME,F,Y25-44,AC2,LU,2010,2:42
TIME_SP,F,Y25-44,AC2,LU,2010,0:08
PTP_RT,M,Y25-44,AC2,LU,2010,5.3
PTP_TIME,M,Y25-44,AC2,LU,2010,4:32
TIME_SP,M,Y25-44,AC2,LU,2010,0:14
PTP_RT,T,Y25-44,AC2,LU,2010,5.0
PTP_TIME,T,Y25-44,AC2,LU,2010,3:42
TIME_SP,T,Y25-44,AC2,LU,2010,0:11
PTP_RT,F,Y25-44,AC2,LV,2000,5.3
PTP_TIME,F,Y25-44,AC2,LV,2000,3:16
TIME_SP,F,Y25-44,AC2,LV,2000,0:10
PTP_RT,M,Y25-44,AC2,LV,2000,3.7
PTP_TIME,M,Y25-44,AC2,LV,2000,3:31
TIME_SP,M,Y25-44,AC2,LV,2000,0:08
PTP_RT,T,Y25-44,AC2,LV,2000,4.5
PTP_TIME,T,Y25-44,AC2,LV,2000,3:22
TIME_SP,T,Y25-44,AC2,LV,2000,0:09
PTP_RT,F,Y25-44,AC2,NL,2010,4.7
PTP_TIME,F,Y25-44,AC2,NL,2010,2:46
TIME_SP,F,Y25-44,AC2,NL,2010,0:08
PTP_RT,M,Y25-44,AC2,NL,2010,5.9
PTP_TIME,M,Y25-44,AC2,NL,2010,2:59
TIME_SP,M,Y25-44,AC2,NL,2010,0:11
PTP_RT,T,Y25-44,AC2,NL,2010,5.3
PTP_TIME,T,Y25-44,AC2,NL,2010,2:53
TIME_SP,T,Y25-44,AC2,NL,2010,0:09
PTP_RT,F,Y25-44,AC2,NO,2000,7.6
PTP_RT,F,Y25-44,AC2,NO,2010,5.2
PTP_TIME,F,Y25-44,AC2,NO,2000,3:54
PTP_TIME,F,Y25-44,AC2,NO,2010,3:49
TIME_SP,F,Y25-44,AC2,NO,2000,0:18
TIME_SP,F,Y25-44,AC2,NO,2010,0:12
PTP_RT,M,Y25-44,AC2,NO,2000,4.6
PTP_RT,M,Y25-44,AC2,NO,2010,5.1
PTP_TIME,M,Y25-44,AC2,NO,2000,4:56
PTP_TIME,M,Y25-44,AC2,NO,2010,4:21
TIME_SP,M,Y25-44,AC2,NO,2000,0:14
TIME_SP,M,Y25-44,AC2,NO,2010,0:13
PTP_RT,T,Y25-44,AC2,NO,2000,6.1
PTP_RT,T,Y25-44,AC2,NO,2010,5.1
PTP_TIME,T,Y25-44,AC2,NO,2000,4:18
PTP_TIME,T,Y25-44,AC2,NO,2010,4:05
TIME_SP,T,Y25-44,AC2,NO,2000,0:16
TIME_SP,T,Y25-44,AC2,NO,2010,0:13
PTP_RT,F,Y25-44,AC2,PL,2000,4.8
PTP_RT,F,Y25-44,AC2,PL,2010,3.3
PTP_TIME,F,Y25-44,AC2,PL,2000,3:04
PTP_TIME,F,Y25-44,AC2,PL,2010,3:01
TIME_SP,F,Y25-44,AC2,PL,2000,0:09
TIME_SP,F,Y25-44,AC2,PL,2010,0:06
PTP_RT,M,Y25-44,AC2,PL,2000,3.7
PTP_RT,M,Y25-44,AC2,PL,2010,2.7
PTP_TIME,M,Y25-44,AC2,PL,2000,3:28
PTP_TIME,M,Y25-44,AC2,PL,2010,3:35
TIME_SP,M,Y25-44,AC2,PL,2000,0:08
TIME_SP,M,Y25-44,AC2,PL,2010,0:06
PTP_RT,T,Y25-44,AC2,PL,2000,4.2
PTP_RT,T,Y25-44,AC2,PL,2010,3.0
PTP_TIME,T,Y25-44,AC2,PL,2000,3:14
PTP_TIME,T,Y25-44,AC2,PL,2010,3:17
TIME_SP,T,Y25-44,AC2,PL,2000,0:08
TIME_SP,T,Y25-44,AC2,PL,2010,0:06
PTP_RT,F,Y25-44,AC2,RO,2010,1.3
PTP_TIME,F,Y25-44,AC2,RO,2010,2:30
TIME_SP,F,Y25-44,AC2,RO,2010,0:02
PTP_RT,M,Y25-44,AC2,RO,2010,0.7
PTP_TIME,M,Y25-44,AC2,RO,2010,3:00
TIME_SP,M,Y25-44,AC2,RO,2010,0:01
PTP_RT,T,Y25-44,AC2,RO,2010,1.0
PTP_TIME,T,Y25-44,AC2,RO,2010,2:41
TIME_SP,T,Y25-44,AC2,RO,2010,0:02
PTP_RT,F,Y25-44,AC2,RS,2010,5.1
PTP_TIME,F,Y25-44,AC2,RS,2010,3:49
TIME_SP,F,Y25-44,AC2,RS,2010,0:12
PTP_RT,M,Y25-44,AC2,RS,2010,2.3
PTP_TIME,M,Y25-44,AC2,RS,2010,4:44
TIME_SP,M,Y25-44,AC2,RS,2010,0:07
PTP_RT,T,Y25-44,AC2,RS,2010,3.8
PTP_TIME,T,Y25-44,AC2,RS,2010,4:06
TIME_SP,T,Y25-44,AC2,RS,2010,0:09
PTP_RT,F,Y25-44,AC2,SI,2000,5.7
PTP_TIME,F,Y25-44,AC2,SI,2000,3:35
TIME_SP,F,Y25-44,AC2,SI,2000,0:12
PTP_RT,M,Y25-44,AC2,SI,2000,5.8
PTP_TIME,M,Y25-44,AC2,SI,2000,3:14
TIME_SP,M,Y25-44,AC2,SI,2000,0:11
PTP_RT,T,Y25-44,AC2,SI,2000,5.8
PTP_TIME,T,Y25-44,AC2,SI,2000,3:25
TIME_SP,T,Y25-44,AC2,SI,2000,0:12
PTP_RT,F,Y25-44,AC2,TR,2010,6.0
PTP_TIME,F,Y25-44,AC2,TR,2010,2:25
TIME_SP,F,Y25-44,AC2,TR,2010,0:09
PTP_RT,M,Y25-44,AC2,TR,2010,3.4
PTP_TIME,M,Y25-44,AC2,TR,2010,2:53
TIME_SP,M,Y25-44,AC2,TR,2010,0:06
PTP_RT,T,Y25-44,AC2,TR,2010,4.7
PTP_TIME,T,Y25-44,AC2,TR,2010,2:35
TIME_SP,T,Y25-44,AC2,TR,2010,0:07
PTP_RT,F,Y25-44,AC2,UK,2000,4.4
PTP_RT,F,Y25-44,AC2,UK,2010,4.9
PTP_TIME,F,Y25-44,AC2,UK,2000,3:20
PTP_TIME,F,Y25-44,AC2,UK,2010,2:44
TIME_SP,F,Y25-44,AC2,UK,2000,0:09
TIME_SP,F,Y25-44,AC2,UK,2010,0:08
PTP_RT,M,Y25-44,AC2,UK,2000,3.4
PTP_RT,M,Y25-44,AC2,UK,2010,4.4
PTP_TIME,M,Y25-44,AC2,UK,2000,3:27
PTP_TIME,M,Y25-44,AC2,UK,2010,4:56
TIME_SP,M,Y25-44,AC2,UK,2000,0:07
TIME_SP,M,Y25-44,AC2,UK,2010,0:13
PTP_RT,T,Y25-44,AC2,UK,2000,3.9
PTP_RT,T,Y25-44,AC2,UK,2010,4.7
PTP_TIME,T,Y25-44,AC2,UK,2000,3:23
PTP_TIME,T,Y25-44,AC2,UK,2010,3:47
TIME_SP,T,Y25-44,AC2,UK,2000,0:08
TIME_SP,T,Y25-44,AC2,UK,2010,0:11
PTP_RT,F,Y45-64,AC2,AT,2010,2.4
PTP_TIME,F,Y45-64,AC2,AT,2010,2:19
TIME_SP,F,Y45-64,AC2,AT,2010,0:03
PTP_RT,M,Y45-64,AC2,AT,2010,1.1
PTP_TIME,M,Y45-64,AC2,AT,2010,2:12
TIME_SP,M,Y45-64,AC2,AT,2010,0:02
PTP_RT,T,Y45-64,AC2,AT,2010,1.8
PTP_TIME,T,Y45-64,AC2,AT,2010,2:17
TIME_SP,T,Y45-64,AC2,AT,2010,0:02
PTP_RT,F,Y45-64,AC2,BE,2000,2.9
PTP_RT,F,Y45-64,AC2,BE,2010,1.9
PTP_TIME,F,Y45-64,AC2,BE,2000,2:06
PTP_TIME,F,Y45-64,AC2,BE,2010,2:16
TIME_SP,F,Y45-64,AC2,BE,2000,0:04
TIME_SP,F,Y45-64,AC2,BE,2010,0:03
PTP_RT,M,Y45-64,AC2,BE,2000,2.1
PTP_RT,M,Y45-64,AC2,BE,2010,1.5
PTP_TIME,M,Y45-64,AC2,BE,2000,1:54
PTP_TIME,M,Y45-64,AC2,BE,2010,1:56
TIME_SP,M,Y45-64,AC2,BE,2000,0:02
TIME_SP,M,Y45-64,AC2,BE,2010,0:02
PTP_RT,T,Y45-64,AC2,BE,2000,2.5
PTP_RT,T,Y45-64,AC2,BE,2010,1.7
PTP_TIME,T,Y45-64,AC2,BE,2000,2:01
PTP_TIME,T,Y45-64,AC2,BE,2010,2:07
TIME_SP,T,Y45-64,AC2,BE,2000,0:03
TIME_SP,T,Y45-64,AC2,BE,2010,0:02
PTP_RT,F,Y45-64,AC2,BG,2000,0.0
PTP_TIME,F,Y45-64,AC2,BG,2000,:U
TIME_SP,F,Y45-64,AC2,BG,2000,0:00
PTP_RT,M,Y45-64,AC2,BG,2000,0.1
PTP_TIME,M,Y45-64,AC2,BG,2000,:U
TIME_SP,M,Y45-64,AC2,BG,2000,0:00
PTP_RT,T,Y45-64,AC2,BG,2000,0.0
PTP_TIME,T,Y45-64,AC2,BG,2000,:U
TIME_SP,T,Y45-64,AC2,BG,2000,0:00
PTP_RT,F,Y45-64,AC2,DE,2000,3.3
PTP_RT,F,Y45-64,AC2,DE,2010,2.2
PTP_TIME,F,Y45-64,AC2,DE,2000,2:33
PTP_TIME,F,Y45-64,AC2,DE,2010,2:17
TIME_SP,F,Y45-64,AC2,DE,2000,0:05
TIME_SP,F,Y45-64,AC2,DE,2010,0:03
PTP_RT,M,Y45-64,AC2,DE,2000,2.7
PTP_RT,M,Y45-64,AC2,DE,2010,1.0
PTP_TIME,M,Y45-64,AC2,DE,2000,2:31
PTP_TIME,M,Y45-64,AC2,DE,2010,2:26
TIME_SP,M,Y45-64,AC2,DE,2000,0:04
TIME_SP,M,Y45-64,AC2,DE,2010,0:01
PTP_RT,T,Y45-64,AC2,DE,2000,3.0
PTP_RT,T,Y45-64,AC2,DE,2010,1.6
PTP_TIME,T,Y45-64,AC2,DE,2000,2:32
PTP_TIME,T,Y45-64,AC2,DE,2010,2:20
TIME_SP,T,Y45-64,AC2,DE,2000,0:05
TIME_SP,T,Y45-64,AC2,DE,2010,0:02
PTP_RT,F,Y45-64,AC2,EE,2000,0.9
PTP_RT,F,Y45-64,AC2,EE,2010,2.1
PTP_TIME,F,Y45-64,AC2,EE,2000,:U
PTP_TIME,F,Y45-64,AC2,EE,2010,1:47
TIME_SP,F,Y45-64,AC2,EE,2000,0:02
TIME_SP,F,Y45-64,AC2,EE,2010,0:02
PTP_RT,M,Y45-64,AC2,EE,2000,1.3
PTP_RT,M,Y45-64,AC2,EE,2010,0.2
PTP_TIME,M,Y45-64,AC2,EE,2000,:U
PTP_TIME,M,Y45-64,AC2,EE,2010,1:49
TIME_SP,M,Y45-64,AC2,EE,2000,0:02
TIME_SP,M,Y45-64,AC2,EE,2010,0:00
PTP_RT,T,Y45-64,AC2,EE,2000,1.0
PTP_RT,T,Y45-64,AC2,EE,2010,1.3
PTP_TIME,T,Y45-64,AC2,EE,2000,2:53
PTP_TIME,T,Y45-64,AC2,EE,2010,1:47
TIME_SP,T,Y45-64,AC2,EE,2000,0:02
TIME_SP,T,Y45-64,AC2,EE,2010,0:01
PTP_RT,F,Y45-64,AC2,EL,2010,0.6
PTP_TIME,F,Y45-64,AC2,EL,2010,2:20
TIME_SP,F,Y45-64,AC2,EL,2010,0:01
PTP_RT,M,Y45-64,AC2,EL,2010,0.1
PTP_TIME,M,Y45-64,AC2,EL,2010,3:08
TIME_SP,M,Y45-64,AC2,EL,2010,0:00
PTP_RT,T,Y45-64,AC2,EL,2010,0.4
PTP_TIME,T,Y45-64,AC2,EL,2010,2:27
TIME_SP,T,Y45-64,AC2,EL,2010,0:01
PTP_RT,F,Y45-64,AC2,ES,2000,2.3
PTP_RT,F,Y45-64,AC2,ES,2010,3.7
PTP_TIME,F,Y45-64,AC2,ES,2000,2:33
PTP_TIME,F,Y45-64,AC2,ES,2010,2:24
TIME_SP,F,Y45-64,AC2,ES,2000,0:04
TIME_SP,F,Y45-64,AC2,ES,2010,0:05
PTP_RT,M,Y45-64,AC2,ES,2000,1.5
PTP_RT,M,Y45-64,AC2,ES,2010,2.7
PTP_TIME,M,Y45-64,AC2,ES,2000,2:23
PTP_TIME,M,Y45-64,AC2,ES,2010,3:04
TIME_SP,M,Y45-64,AC2,ES,2000,0:02
TIME_SP,M,Y45-64,AC2,ES,2010,0:05
PTP_RT,T,Y45-64,AC2,ES,2000,1.9
PTP_RT,T,Y45-64,AC2,ES,2010,3.2
PTP_TIME,T,Y45-64,AC2,ES,2000,2:29
PTP_TIME,T,Y45-64,AC2,ES,2010,2:40
TIME_SP,T,Y45-64,AC2,ES,2000,0:03
TIME_SP,T,Y45-64,AC2,ES,2010,0:05
PTP_RT,F,Y45-64,AC2,FI,2000,2.2
PTP_RT,F,Y45-64,AC2,FI,2010,2.7
PTP_TIME,F,Y45-64,AC2,FI,2000,2:26
PTP_TIME,F,Y45-64,AC2,FI,2010,3:10
TIME_SP,F,Y45-64,AC2,FI,2000,0:03
TIME_SP,F,Y45-64,AC2,FI,2010,0:05
PTP_RT,M,Y45-64,AC2,FI,2000,2.8
PTP_RT,M,Y45-64,AC2,FI,2010,1.6
PTP_TIME,M,Y45-64,AC2,FI,2000,3:04
PTP_TIME,M,Y45-64,AC2,FI,2010,3:01
TIME_SP,M,Y45-64,AC2,FI,2000,0:05
TIME_SP,M,Y45-64,AC2,FI,2010,0:03
PTP_RT,T,Y45-64,AC2,FI,2000,2.5
PTP_RT,T,Y45-64,AC2,FI,2010,2.2
PTP_TIME,T,Y45-64,AC2,FI,2000,2:46
PTP_TIME,T,Y45-64,AC2,FI,2010,3:07
TIME_SP,T,Y45-64,AC2,FI,2000,0:04
TIME_SP,T,Y45-64,AC2,FI,2010,0:04
PTP_RT,F,Y45-64,AC2,FR,2000,1.5
PTP_RT,F,Y45-64,AC2,FR,2010,1.5
PTP_TIME,F,Y45-64,AC2,FR,2000,0:57
PTP_TIME,F,Y45-64,AC2,FR,2010,1:39
TIME_SP,F,Y45-64,AC2,FR,2000,0:01
TIME_SP,F,Y45-64,AC2,FR,2010,0:01
PTP_RT,M,Y45-64,AC2,FR,2000,0.6
PTP_RT,M,Y45-64,AC2,FR,2010,1.0
PTP_TIME,M,Y45-64,AC2,FR,2000,:U
PTP_TIME,M,Y45-64,AC2,FR,2010,2:13
TIME_SP,M,Y45-64,AC2,FR,2000,0:01
TIME_SP,M,Y45-64,AC2,FR,2010,0:01
PTP_RT,T,Y45-64,AC2,FR,2000,1.1
PTP_RT,T,Y45-64,AC2,FR,2010,1.3
PTP_TIME,T,Y45-64,AC2,FR,2000,1:06
PTP_TIME,T,Y45-64,AC2,FR,2010,1:52
TIME_SP,T,Y45-64,AC2,FR,2000,0:01
TIME_SP,T,Y45-64,AC2,FR,2010,0:01
PTP_RT,F,Y45-64,AC2,HU,2010,1.8
PTP_TIME,F,Y45-64,AC2,HU,2010,2:11
TIME_SP,F,Y45-64,AC2,HU,2010,0:02
PTP_RT,M,Y45-64,AC2,HU,2010,1.3
PTP_TIME,M,Y45-64,AC2,HU,2010,2:53
TIME_SP,M,Y45-64,AC2,HU,2010,0:02
PTP_RT,T,Y45-64,AC2,HU,2010,1.5
PTP_TIME,T,Y45-64,AC2,HU,2010,2:27
TIME_SP,T,Y45-64,AC2,HU,2010,0:02
PTP_RT,F,Y45-64,AC2,IT,2000,0.8
PTP_RT,F,Y45-64,AC2,IT,2010,0.7
PTP_TIME,F,Y45-64,AC2,IT,2000,2:39
PTP_TIME,F,Y45-64,AC2,IT,2010,3:27
TIME_SP,F,Y45-64,AC2,IT,2000,0:01
TIME_SP,F,Y45-64,AC2,IT,2010,0:02
PTP_RT,M,Y45-64,AC2,IT,2000,0.6
PTP_RT,M,Y45-64,AC2,IT,2010,0.5
PTP_TIME,M,Y45-64,AC2,IT,2000,2:41
PTP_TIME,M,Y45-64,AC2,IT,2010,2:03
TIME_SP,M,Y45-64,AC2,IT,2000,0:01
TIME_SP,M,Y45-64,AC2,IT,2010,0:01
PTP_RT,T,Y45-64,AC2,IT,2000,0.7
PTP_RT,T,Y45-64,AC2,IT,2010,0.6
PTP_TIME,T,Y45-64,AC2,IT,2000,2:40
PTP_TIME,T,Y45-64,AC2,IT,2010,2:53
TIME_SP,T,Y45-64,AC2,IT,2000,0:01
TIME_SP,T,Y45-64,AC2,IT,2010,0:01
PTP_RT,F,Y45-64,AC2,LT,2000,1.0
PTP_TIME,F,Y45-64,AC2,LT,2000,:U
TIME_SP,F,Y45-64,AC2,LT,2000,0:02
PTP_RT,M,Y45-64,AC2,LT,2000,0.2
PTP_TIME,M,Y45-64,AC2,LT,2000,:U
TIME_SP,M,Y45-64,AC2,LT,2000,0:00
PTP_RT,T,Y45-64,AC2,LT,2000,0.7
PTP_TIME,T,Y45-64,AC2,LT,2000,:U
TIME_SP,T,Y45-64,AC2,LT,2000,0:01
PTP_RT,F,Y45-64,AC2,LU,2010,2.0
PTP_TIME,F,Y45-64,AC2,LU,2010,1:39
TIME_SP,F,Y45-64,AC2,LU,2010,0:02
PTP_RT,M,Y45-64,AC2,LU,2010,0.6
PTP_TIME,M,Y45-64,AC2,LU,2010,1:38
TIME_SP,M,Y45-64,AC2,LU,2010,0:01
PTP_RT,T,Y45-64,AC2,LU,2010,1.3
PTP_TIME,T,Y45-64,AC2,LU,2010,1:39
TIME_SP,T,Y45-64,AC2,LU,2010,0:01
PTP_RT,F,Y45-64,AC2,LV,2000,1.4
PTP_TIME,F,Y45-64,AC2,LV,2000,:U
TIME_SP,F,Y45-64,AC2,LV,2000,0:03
PTP_RT,M,Y45-64,AC2,LV,2000,0.7
PTP_TIME,M,Y45-64,AC2,LV,2000,:U
TIME_SP,M,Y45-64,AC2,LV,2000,0:01
PTP_RT,T,Y45-64,AC2,LV,2000,1.1
PTP_TIME,T,Y45-64,AC2,LV,2000,:U
TIME_SP,T,Y45-64,AC2,LV,2000,0:02
PTP_RT,F,Y45-64,AC2,NL,2010,3.1
PTP_TIME,F,Y45-64,AC2,NL,2010,2:00
TIME_SP,F,Y45-64,AC2,NL,2010,0:04
PTP_RT,M,Y45-64,AC2,NL,2010,4.3
PTP_TIME,M,Y45-64,AC2,NL,2010,2:26
TIME_SP,M,Y45-64,AC2,NL,2010,0:06
PTP_RT,T,Y45-64,AC2,NL,2010,3.7
PTP_TIME,T,Y45-64,AC2,NL,2010,2:15
TIME_SP,T,Y45-64,AC2,NL,2010,0:05
PTP_RT,F,Y45-64,AC2,NO,2000,2.4
PTP_RT,F,Y45-64,AC2,NO,2010,2.7
PTP_TIME,F,Y45-64,AC2,NO,2000,:U
PTP_TIME,F,Y45-64,AC2,NO,2010,2:48
TIME_SP,F,Y45-64,AC2,NO,2000,0:04
TIME_SP,F,Y45-64,AC2,NO,2010,0:05
PTP_RT,M,Y45-64,AC2,NO,2000,1.7
PTP_RT,M,Y45-64,AC2,NO,2010,0.9
PTP_TIME,M,Y45-64,AC2,NO,2000,:U
PTP_TIME,M,Y45-64,AC2,NO,2010,1:39
TIME_SP,M,Y45-64,AC2,NO,2000,0:03
TIME_SP,M,Y45-64,AC2,NO,2010,0:01
PTP_RT,T,Y45-64,AC2,NO,2000,2.0
PTP_RT,T,Y45-64,AC2,NO,2010,1.8
PTP_TIME,T,Y45-64,AC2,NO,2000,2:51
PTP_TIME,T,Y45-64,AC2,NO,2010,2:30
TIME_SP,T,Y45-64,AC2,NO,2000,0:04
TIME_SP,T,Y45-64,AC2,NO,2010,0:03
PTP_RT,F,Y45-64,AC2,PL,2000,0.8
PTP_RT,F,Y45-64,AC2,PL,2010,1.1
PTP_TIME,F,Y45-64,AC2,PL,2000,2:12
PTP_TIME,F,Y45-64,AC2,PL,2010,2:18
TIME_SP,F,Y45-64,AC2,PL,2000,0:01
TIME_SP,F,Y45-64,AC2,PL,2010,0:01
PTP_RT,M,Y45-64,AC2,PL,2000,0.6
PTP_RT,M,Y45-64,AC2,PL,2010,0.6
PTP_TIME,M,Y45-64,AC2,PL,2000,1:43
PTP_TIME,M,Y45-64,AC2,PL,2010,2:05
TIME_SP,M,Y45-64,AC2,PL,2000,0:01
TIME_SP,M,Y45-64,AC2,PL,2010,0:01
PTP_RT,T,Y45-64,AC2,PL,2000,0.7
PTP_RT,T,Y45-64,AC2,PL,2010,0.9
PTP_TIME,T,Y45-64,AC2,PL,2000,2:00
PTP_TIME,T,Y45-64,AC2,PL,2010,2:13
TIME_SP,T,Y45-64,AC2,PL,2000,0:01
TIME_SP,T,Y45-64,AC2,PL,2010,0:01
PTP_RT,F,Y45-64,AC2,RO,2010,0.4
PTP_TIME,F,Y45-64,AC2,RO,2010,0:43
TIME_SP,F,Y45-64,AC2,RO,2010,0:00
PTP_RT,M,Y45-64,AC2,RO,2010,0.2
PTP_TIME,M,Y45-64,AC2,RO,2010,0:40
TIME_SP,M,Y45-64,AC2,RO,2010,0:00
PTP_RT,T,Y45-64,AC2,RO,2010,0.3
PTP_TIME,T,Y45-64,AC2,RO,2010,0:42
TIME_SP,T,Y45-64,AC2,RO,2010,0:00
PTP_RT,F,Y45-64,AC2,RS,2010,0.3
PTP_TIME,F,Y45-64,AC2,RS,2010,0:37
TIME_SP,F,Y45-64,AC2,RS,2010,0:00
PTP_RT,M,Y45-64,AC2,RS,2010,0.3
PTP_TIME,M,Y45-64,AC2,RS,2010,5:51
TIME_SP,M,Y45-64,AC2,RS,2010,0:01
PTP_RT,T,Y45-64,AC2,RS,2010,0.3
PTP_TIME,T,Y45-64,AC2,RS,2010,3:28
TIME_SP,T,Y45-64,AC2,RS,2010,0:01
PTP_RT,F,Y45-64,AC2,SI,2000,2.0
PTP_TIME,F,Y45-64,AC2,SI,2000,2:15
TIME_SP,F,Y45-64,AC2,SI,2000,0:03
PTP_RT,M,Y45-64,AC2,SI,2000,1.1
PTP_TIME,M,Y45-64,AC2,SI,2000,:U
TIME_SP,M,Y45-64,AC2,SI,2000,0:01
PTP_RT,T,Y45-64,AC2,SI,2000,1.5
PTP_TIME,T,Y45-64,AC2,SI,2000,1:57
TIME_SP,T,Y45-64,AC2,SI,2000,0:02
PTP_RT,F,Y45-64,AC2,TR,2010,1.5
PTP_TIME,F,Y45-64,AC2,TR,2010,2:13
TIME_SP,F,Y45-64,AC2,TR,2010,0:02
PTP_RT,M,Y45-64,AC2,TR,2010,0.8
PTP_TIME,M,Y45-64,AC2,TR,2010,1:55
TIME_SP,M,Y45-64,AC2,TR,2010,0:01
PTP_RT,T,Y45-64,AC2,TR,2010,1.1
PTP_TIME,T,Y45-64,AC2,TR,2010,2:07
TIME_SP,T,Y45-64,AC2,TR,2010,0:01
PTP_RT,F,Y45-64,AC2,UK,2000,2.6
PTP_RT,F,Y45-64,AC2,UK,2010,2.9
PTP_TIME,F,Y45-64,AC2,UK,2000,2:24
PTP_TIME,F,Y45-64,AC2,UK,2010,2:05
TIME_SP,F,Y45-64,AC2,UK,2000,0:04
TIME_SP,F,Y45-64,AC2,UK,2010,0:04
PTP_RT,M,Y45-64,AC2,UK,2000,1.4
PTP_RT,M,Y45-64,AC2,UK,2010,2.1
PTP_TIME,M,Y45-64,AC2,UK,2000,3:32
PTP_TIME,M,Y45-64,AC2,UK,2010,2:07
TIME_SP,M,Y45-64,AC2,UK,2000,0:03
TIME_SP,M,Y45-64,AC2,UK,2010,0:03
PTP_RT,T,Y45-64,AC2,UK,2000,2.0
PTP_RT,T,Y45-64,AC2,UK,2010,2.5
PTP_TIME,T,Y45-64,AC2,UK,2000,2:47
PTP_TIME,T,Y45-64,AC2,UK,2010,2:06
TIME_SP,T,Y45-64,AC2,UK,2000,0:03
TIME_SP,T,Y45-64,AC2,UK,2010,0:03
PTP_RT,F,Y65-74,AC2,BE,2000,3.5
PTP_TIME,F,Y65-74,AC2,BE,2000,:U
TIME_SP,F,Y65-74,AC2,BE,2000,0:04
PTP_RT,M,Y65-74,AC2,BE,2000,1.9
PTP_TIME,M,Y65-74,AC2,BE,2000,:U
TIME_SP,M,Y65-74,AC2,BE,2000,0:02
PTP_RT,T,Y65-74,AC2,BE,2000,2.7
PTP_TIME,T,Y65-74,AC2,BE,2000,1:54
TIME_SP,T,Y65-74,AC2,BE,2000,0:03
PTP_RT,F,Y65-74,AC2,BG,2000,0.3
PTP_TIME,F,Y65-74,AC2,BG,2000,:U
TIME_SP,F,Y65-74,AC2,BG,2000,0:00
PTP_RT,M,Y65-74,AC2,BG,2000,0.4
PTP_TIME,M,Y65-74,AC2,BG,2000,:U
TIME_SP,M,Y65-74,AC2,BG,2000,0:01
PTP_RT,T,Y65-74,AC2,BG,2000,0.3
PTP_TIME,T,Y65-74,AC2,BG,2000,:U
TIME_SP,T,Y65-74,AC2,BG,2000,0:01
PTP_RT,F,Y65-74,AC2,DE,2000,3.0
PTP_TIME,F,Y65-74,AC2,DE,2000,1:26
TIME_SP,F,Y65-74,AC2,DE,2000,0:03
PTP_RT,M,Y65-74,AC2,DE,2000,3.7
PTP_TIME,M,Y65-74,AC2,DE,2000,1:37
TIME_SP,M,Y65-74,AC2,DE,2000,0:04
PTP_RT,T,Y65-74,AC2,DE,2000,3.3
PTP_TIME,T,Y65-74,AC2,DE,2000,1:31
TIME_SP,T,Y65-74,AC2,DE,2000,0:03
PTP_RT,F,Y65-74,AC2,EE,2000,0.9
PTP_TIME,F,Y65-74,AC2,EE,2000,:U
TIME_SP,F,Y65-74,AC2,EE,2000,0:01
PTP_RT,M,Y65-74,AC2,EE,2000,0.6
PTP_TIME,M,Y65-74,AC2,EE,2000,:U
TIME_SP,M,Y65-74,AC2,EE,2000,0:00
PTP_RT,T,Y65-74,AC2,EE,2000,0.8
PTP_TIME,T,Y65-74,AC2,EE,2000,:U
TIME_SP,T,Y65-74,AC2,EE,2000,0:01
PTP_RT,F,Y65-74,AC2,ES,2000,1.3
PTP_TIME,F,Y65-74,AC2,ES,2000,2:35
TIME_SP,F,Y65-74,AC2,ES,2000,0:02
PTP_RT,M,Y65-74,AC2,ES,2000,1.2
PTP_TIME,M,Y65-74,AC2,ES,2000,1:57
TIME_SP,M,Y65-74,AC2,ES,2000,0:01
PTP_RT,T,Y65-74,AC2,ES,2000,1.2
PTP_TIME,T,Y65-74,AC2,ES,2000,2:19
TIME_SP,T,Y65-74,AC2,ES,2000,0:02
PTP_RT,F,Y65-74,AC2,FI,2000,1.1
PTP_TIME,F,Y65-74,AC2,FI,2000,:U
TIME_SP,F,Y65-74,AC2,FI,2000,0:01
PTP_RT,M,Y65-74,AC2,FI,2000,0.7
PTP_TIME,M,Y65-74,AC2,FI,2000,:U
